Formula,pbe_band_gap,url
P1Te2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dab
Se2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e1b
Au2Br2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e65
Cl2Cr2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f13
Cl4Nb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f88
Cl4Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f89
Sn1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e2f
I6W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d09
Br2Ge2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e9e
I2In1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cb1
Cl2Nb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ba1
Cl2In2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f2f
Cl6Ni2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be4
Bi2Si6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a78
Ir1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d25
Al1Cl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a0f
Co1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c15
Cl2N2V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f4c
Br2Mn2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb1
Br6Ni2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ae1
O2Re1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d81
Bi2Pb6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a71
Fe1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c4d
Ir1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d23
Br2Ni1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aa2
Cl6Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c02
Co2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c19
Cl2Y1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bc4
C1Sc2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b33
Cl2S2Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f74
C2F2W3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b49
Se2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e1c
Cu2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c3d
C1Hf2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b21
O2W1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d9a
Ga2I2Y2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c5b
Mn1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d31
Pb6Sb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dbc
Nb1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d5b
Al2Br2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e50
Ge2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c77
Fe2Se6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb9
C2F2Y3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b4b
Cl2N2Ru2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f46
Re2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dd8
O2Pd1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d7b
Br6Co2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418acb
C1H2Mn2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b16
O2Re1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d80
F2Ge2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c40
C1F2Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b0b
C2Cr3F2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b3d
Au2Cl2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e6b
Ge1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c6f
Os1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418da2
Cl2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bb3
Au2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a4b
Au1Mg3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a3e
C1Y2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b39
Fe1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c4c
I6Mn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ceb
Fe1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c47
Au2Br2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e66
Br2Ir1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a98
Br2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ab9
C2O2W3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b69
Br2Se2Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ef7
Nb2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d62
Co1Nb2S4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c0f
Cl2O2Sn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f5d
Co2I2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f97
Au1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a42
O2Ru1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d86
Se2V1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e22
As2Sn6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a35
N2Y1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d54
Ru1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de4
C2H2Nb3O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b53
Br2Y1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ac5
C2F2Mn3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b42
I2Tl1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cd8
Br2N2Sc2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ec0
I2Nb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cba
Br2O2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eda
Cl2Se2Tl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f7d
Co2Se6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f9b
Cl6Os2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be5
Br2N2Ni2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb9
Sn1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e2e
Sn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e30
Au2Cl2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e6a
Cl6Pt2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bea
I2Mo1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cb9
I2Tl1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cd9
C2Hf3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b5d
C2Cr3H2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b3e
Al1Cl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a10
Ru1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de5
Co2Se4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f9a
Hf1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c98
Au2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a50
C2H2O2Sc3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b54
Cl2O2Pb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f57
I6Ni2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf0
N2Sn6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d53
Sb2Sn6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e0d
Os2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418da9
C1H2O2V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b1c
Cl2Hf1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b91
C2O2Y3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b6a
C2Cl5Pr4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f08
Br2Ga1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a8b
C2O2Sc3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b65
Br2Pd1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aa9
C2F2Ti3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b47
C2H2O2Y3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b5b
Br6Mn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418adb
Os2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418da8
Sb2Si6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e0b
Si1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e2b
Br2Mn2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418eb0
Cu2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c3a
Ni2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d6c
Cl2Pd2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f69
Br2Co2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e89
Br2Ru2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ee6
Ni1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d68
Br2Ru1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ab2
Fe2Te6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fbb
Ru1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de6
Au2Br6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a47
As3Si1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a37
O2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d8a
Rh1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ddd
I6Os2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf2
Cl2Ir1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b98
Br2Cr1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a84
Rh1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dde
C2F2V3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b48
Er2Te6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb0
Cl2Mo2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f3b
Cl2Hg2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f2e
Cr1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c28
Br2Hg2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ea6
Br2Pb2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ede
I2In1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cb0
Cl6Pt2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be9
Re1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dd6
Cl2Os2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f65
Cl6Fe2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bd3
Br4Y2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f02
S2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e04
Ag2I2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e4b
Hg1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ca9
Fe2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c4f
Os1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418da5
Au2Cl4, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e6d
Br2Fe2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e94
Bi2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a7a
Os1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418da3
O2Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d8e
Br2Co1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a83
C1Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b26
Br2Zr1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ac8
I6Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf4
Br6Cu2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ad0
Cl2O2Pt2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f59
O2Tl2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d95
Cl2Nb2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f4f
Cl2Nb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ba2
C2F2Mo3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b43
Ag2Br6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a06
Se2W1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e25
Cl2N2Sc2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f47
Cl2Cu1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b89
Br2O2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ed6
As2Pb6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a32
Ag2I2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e4e
Rh2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de2
Nb1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d5c
Hf2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c9b
Cl2Hf2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f29
Br2In1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a96
Au1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a44
Pd1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dbe
Mo2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d47
S2Sc1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418df3
S1Se1Ta1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dec
Ru2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dea
Al2Cl2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e54
Ir1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d21
Hf2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c9f
Br2Fe1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a89
Br2O2Pb2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ecf
Ag2Br6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a07
Re1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418dd2
Al1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a12
Au2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a4f
C2Nb3O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b64
Br2Ti1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418abc
Fe2I6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c4e
Br2Se2Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ef2
Cl2S2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f77
Ag2Cl6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a09
Br6Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418afe
Mn2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d34
Cl2S2Sn2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f72
Cu1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c37
O2W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d9c
I2Re1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cc7
Br2In1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a95
I2Zr1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418ce3
I6Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d03
Cl6Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418be7
N1W2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d48
Ni1O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d64
C1Ti2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b36
Cl2V1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bc1
C1O2V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b2e
C2H2O2V3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b58
Nb1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d5d
C2Nb3, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b63
Al1I2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a11
Ir1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d24
Cl2Pt1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418baa
Ag2Br2N2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e43
Ag2Cl2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e49
Cl2Y1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bc5
Cl6Zr2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c01
Cl2Mn2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f3a
Ir2Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d29
C1V2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b37
Cl2Mn2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f38
Nb1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d5e
O2Os1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d76
Br2Re1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aae
Cl6Hf2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bd8
Nb2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d5f
I6Pd2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cf5
Br2Ir1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a97
I6Mo2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418cec
Ta1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418e32
Br2Nb1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418aa0
Cl2Pd2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f68
Br6Hf2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418ad6
Co1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c17
Fe1Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c4b
O2W1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d99
Cl6Ta2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bf5
Cl2Ir1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418b99
Cl2Pt2S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f6a
Cl6Rh2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418bed
O2Os1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d75
Ru1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418de8
Au2Br6, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418a48
Mn1Te2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418d32
Fe2I2Se2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418fb4
I2Ni1, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418cbc
Cl2Co2O2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f0d
Cl2N2Os2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476358d5cc1b8bc6418f41
Fe1S2, 0.00 eV ,http://www.mathub2d.net//materials/detail/5f476357d5cc1b8bc6418c4a
